qtd_filhos;idade;tempo_emprego;qt_pessoas_residencia;renda
1;29;7.101369863013699;3.0;2221.99
0;67;;1.0;1090.96
0;32;1.704109589041096;2.0;5150.19
0;52;15.391780821917806;1.0;8787.88
0;37;3.246575342465753;2.0;1488.7
0;38;3.6821917808219182;1.0;1155.7
1;42;4.531506849315068;3.0;4395.29
0;60;4.126027397260274;2.0;3696.79
1;40;13.347945205479451;3.0;3764.73
0;58;;1.0;4157.77
1;44;14.556164383561644;2.0;10823.57
0;36;6.964383561643835;2.0;2104.22
0;55;9.443835616438356;1.0;4399.36
0;37;8.246575342465754;2.0;4420.39
0;50;3.854794520547945;2.0;5046.77
0;39;5.356164383561644;1.0;474.28
0;55;7.1068493150684935;2.0;3912.18
0;46;6.761643835616439;2.0;10661.99
0;25;4.550684931506848;2.0;2586.76
0;48;10.73150684931507;2.0;3146.12
1;38;2.652054794520548;2.0;2330.82
0;52;9.03013698630137;2.0;1177.39
0;27;5.684931506849315;2.0;4044.12
1;37;1.7534246575342465;3.0;4518.63
0;33;10.183561643835615;2.0;3783.28
0;27;0.3342465753424657;2.0;885.45
1;38;4.756164383561643;3.0;1086.97
0;55;;1.0;7070.13
0;46;4.090410958904109;2.0;4166.27
0;27;1.2602739726027397;2.0;8624.66
0;49;3.1643835616438367;2.0;5334.7
0;64;;2.0;1701.43
0;33;0.5342465753424658;2.0;4612.5
0;63;;1.0;7140.61
0;32;1.0986301369863014;2.0;911.25
0;41;3.0986301369863014;2.0;1843.25
0;51;2.997260273972602;2.0;2776.48
0;67;;1.0;1595.13
1;31;4.145205479452055;3.0;10145.33
1;31;6.657534246575342;3.0;1709.9
0;27;1.263013698630137;1.0;4732.23
0;43;7.967123287671233;1.0;5115.21
0;27;2.263013698630137;1.0;3551.23
2;34;4.468493150684932;4.0;2772.73
0;31;6.435616438356163;1.0;3765.61
0;30;8.967123287671232;1.0;3672.45
0;65;;2.0;2445.95
0;49;27.698630136986303;2.0;7518.18
0;28;8.29041095890411;2.0;5488.28
2;41;12.895890410958906;4.0;1123.65
2;39;5.219178082191782;4.0;2780.1
3;36;10.04931506849315;5.0;9349.4
0;59;;2.0;9749.06
1;29;6.802739726027397;3.0;9664.32
1;39;1.180821917808219;2.0;4541.89
0;50;3.441095890410959;2.0;2559.79
1;38;0.3671232876712329;2.0;2325.12
2;37;10.63835616438356;4.0;1980.63
2;34;7.219178082191781;4.0;484.52
0;46;1.7589041095890412;1.0;1552.9
0;62;2.356164383561644;2.0;4911.78
1;35;0.410958904109589;3.0;3054.57
1;32;7.561643835616437;3.0;3444.77
0;31;3.2109589041095887;2.0;1973.46
0;55;;2.0;4425.73
0;45;22.3972602739726;1.0;2590.52
2;31;8.065753424657535;4.0;3237.4
0;40;5.945205479452055;2.0;2479.1
0;47;9.772602739726029;2.0;10754.62
1;30;0.3698630136986301;3.0;1104.37
1;39;6.994520547945205;3.0;5199.9
0;54;29.70684931506849;2.0;3861.57
0;54;10.936986301369863;2.0;6369.83
2;32;4.6575342465753415;4.0;2711.09
1;39;3.6301369863013697;3.0;3340.11
0;25;4.693150684931507;1.0;2651.67
0;46;11.849315068493151;2.0;5070.75
0;43;4.178082191780821;2.0;4203.19
1;30;5.153424657534247;3.0;3901.14
2;40;13.641095890410964;4.0;15252.86
1;30;6.887671232876714;3.0;1872.71
1;34;7.586301369863015;2.0;4590.99
1;35;0.9835616438356164;3.0;3386.08
1;42;4.767123287671233;3.0;4106.92
1;32;0.5013698630136987;3.0;5673.31
2;43;4.282191780821917;4.0;1880.54
0;59;;1.0;6530.76
0;29;1.556164383561644;2.0;29387.94
1;40;20.60821917808219;2.0;13339.25
0;33;0.547945205479452;2.0;4451.93
2;30;7.027397260273973;4.0;14847.18
1;51;2.3013698630136985;3.0;5665.17
0;50;;2.0;2175.4
0;29;8.443835616438356;2.0;824.6
0;54;;2.0;1755.7
1;36;4.693150684931507;3.0;19483.34
0;63;;2.0;947.59
0;42;13.243835616438355;2.0;3108.73
1;28;1.5972602739726027;3.0;821.3
0;48;6.531506849315067;2.0;2437.37
0;64;;1.0;1502.38
0;52;31.621917808219177;2.0;5282.01
0;53;0.6657534246575343;2.0;3745.68
0;50;19.30958904109589;2.0;3457.18
0;36;7.92876712328767;2.0;1841.99
0;52;7.134246575342464;2.0;6126.89
0;50;3.1780821917808217;2.0;2471.48
0;37;14.695890410958905;2.0;8232.22
0;59;;2.0;2994.51
0;52;23.145205479452056;2.0;3872.74
0;46;0.9315068493150684;1.0;3705.13
0;60;;2.0;1658.62
0;52;6.671232876712327;2.0;4815.99
0;30;5.454794520547946;2.0;1806.62
0;46;19.9013698630137;2.0;3578.94
0;52;9.03013698630137;2.0;1177.39
0;64;;1.0;6145.11
0;55;2.347945205479452;2.0;833.15
0;51;20.128767123287677;2.0;1380.28
2;31;7.958904109589041;4.0;13497.83
1;48;3.602739726027397;3.0;3517.44
0;62;;2.0;3668.46
0;39;6.638356164383563;2.0;7244.29
1;40;1.3753424657534246;3.0;3311.89
2;27;0.6821917808219178;4.0;3011.79
0;54;8.627397260273973;2.0;8480.34
0;42;9.142465753424656;2.0;9414.88
0;59;;2.0;1577.61
0;56;6.205479452054795;2.0;6687.16
0;49;0.9616438356164384;1.0;3865.12
1;28;7.6;3.0;771.05
0;58;;2.0;1754.27
0;27;1.2602739726027397;2.0;971.58
0;47;7.238356164383561;2.0;2996.69
1;28;1.7589041095890412;3.0;4004.45
1;31;3.9342465753424656;2.0;2591.8
1;47;4.789041095890411;3.0;4100.69
1;37;3.0876712328767124;3.0;15016.57
0;34;1.2493150684931509;2.0;1092.94
0;64;;1.0;2146.91
1;42;5.758904109589041;3.0;4513.47
1;33;13.13972602739726;3.0;4213.41
0;37;15.035616438356165;2.0;6909.47
0;54;0.5123287671232877;1.0;4742.14
0;61;;2.0;813.76
0;60;;2.0;617.36
0;40;18.41917808219178;2.0;7462.77
0;63;;2.0;2603.22
2;34;4.468493150684932;4.0;7339.83
0;25;4.7972602739726025;2.0;2584.5
0;65;;2.0;1871.35
0;41;14.189041095890412;2.0;5373.0
0;40;5.490410958904111;2.0;5010.38
0;52;9.169863013698633;2.0;5306.89
1;26;4.063013698630137;3.0;1866.08
2;28;7.520547945205481;3.0;5398.04
1;43;10.93972602739726;2.0;2096.92
0;26;4.586301369863014;2.0;1509.8
0;55;;2.0;1823.13
0;28;0.7232876712328767;2.0;1167.22
1;42;1.1561643835616435;3.0;2533.95
0;27;6.408219178082192;2.0;1606.0
0;50;30.61917808219178;1.0;12898.63
1;31;2.043835616438356;2.0;4641.01
0;25;4.471232876712329;2.0;4388.2
0;65;;2.0;2038.17
0;39;0.8273972602739726;1.0;1800.93
0;60;;2.0;1644.22
0;40;6.717808219178082;2.0;8611.85
2;29;6.934246575342466;4.0;2633.05
0;50;3.2986301369863016;1.0;1797.0
0;51;9.517808219178082;1.0;2057.17
0;51;10.695890410958905;2.0;964.02
0;51;29.473972602739725;2.0;4913.53
1;41;3.1835616438356165;3.0;1236.48
0;49;5.769863013698631;2.0;4096.9
2;29;4.093150684931507;4.0;1996.23
0;44;1.4328767123287671;2.0;295.31
0;34;1.8575342465753424;2.0;5224.33
0;62;;2.0;6249.6
0;34;11.065753424657538;2.0;6982.96
0;24;3.104109589041096;1.0;1743.28
0;54;;2.0;1419.23
0;46;20.02739726027397;2.0;6845.1
0;24;6.032876712328767;2.0;3525.96
0;49;5.682191780821919;2.0;1524.12
0;43;4.178082191780821;2.0;1263.96
1;48;24.446575342465756;3.0;41842.49
0;59;;2.0;1807.84
1;30;6.632876712328768;3.0;900.58
0;51;17.41917808219178;2.0;18574.12
0;30;5.216438356164384;2.0;1252.91
0;54;12.194520547945206;2.0;3892.59
0;45;3.4712328767123286;1.0;2844.25
2;40;13.641095890410964;4.0;3212.11
0;29;4.410958904109589;2.0;5103.54
0;62;;2.0;880.9
0;28;8.29041095890411;2.0;2220.53
0;41;0.5452054794520548;2.0;4296.11
0;56;15.136986301369864;1.0;7804.51
0;47;14.46027397260274;2.0;3788.14
0;45;19.534246575342465;2.0;35657.83
0;45;;2.0;3754.69
0;28;1.4931506849315068;1.0;5244.21
1;44;14.556164383561644;2.0;5141.21
1;42;22.389041095890413;3.0;18278.2
0;48;21.30958904109589;2.0;1796.07
0;30;7.432876712328768;2.0;2005.65
0;47;7.238356164383561;2.0;2052.97
0;25;4.471232876712329;2.0;4388.2
0;27;1.7616438356164383;2.0;2820.64
0;50;11.106849315068493;2.0;2943.33
1;28;7.6;3.0;5036.87
1;42;7.095890410958903;3.0;1992.89
0;53;0.8767123287671232;1.0;1299.06
0;56;15.443835616438356;1.0;6143.83
0;47;;2.0;3330.06
2;45;9.052054794520547;4.0;2666.88
0;28;2.010958904109589;2.0;4386.69
0;57;13.194520547945206;2.0;4089.65
1;30;0.3671232876712329;3.0;2082.08
0;65;;1.0;1689.09
0;49;9.01917808219178;1.0;6702.69
0;42;18.6027397260274;1.0;8197.56
0;34;10.178082191780822;2.0;1685.87
0;45;18.295890410958904;2.0;3784.49
0;53;4.597260273972604;2.0;3214.59
0;55;;2.0;4425.73
0;55;;2.0;10197.19
1;37;1.947945205479452;3.0;1736.56
0;56;;2.0;2538.3
0;54;22.871232876712327;2.0;3853.42
2;36;14.386301369863016;4.0;5904.37
0;44;22.54794520547945;2.0;4072.12
0;57;13.194520547945206;2.0;3966.25
0;24;3.2657534246575337;2.0;626.45
0;28;5.550684931506848;1.0;6640.6
0;23;0.7671232876712328;1.0;966.4
0;40;22.145205479452056;2.0;9110.53
2;40;19.06027397260274;4.0;10862.25
1;49;;3.0;1400.21
0;45;19.534246575342465;2.0;35657.83
0;54;12.194520547945206;2.0;7503.89
1;41;10.536986301369865;3.0;927.94
3;32;10.780821917808217;5.0;4020.13
1;38;19.3972602739726;3.0;3354.42
2;34;9.035616438356165;4.0;2109.46
0;53;27.04109589041096;2.0;11777.62
0;62;;1.0;5293.6
0;49;8.367123287671232;1.0;8519.71
2;49;3.016438356164384;4.0;12667.92
0;47;1.515068493150685;2.0;4512.81
1;39;;3.0;3055.53
1;42;22.389041095890413;3.0;18278.2
1;34;1.0767123287671232;3.0;1178.01
0;60;;2.0;875.66
0;59;23.2027397260274;2.0;11579.3
0;27;5.715068493150685;1.0;3050.84
0;62;;1.0;821.32
0;42;6.619178082191781;2.0;8613.04
1;34;1.0054794520547945;3.0;7368.03
0;42;10.96986301369863;2.0;2377.87
1;37;3.5424657534246577;3.0;2576.21
0;29;8.134246575342466;1.0;4868.23
0;58;;2.0;5304.94
0;35;16.77260273972603;2.0;2441.67
0;56;;2.0;2530.23
0;60;;2.0;2895.29
0;36;14.643835616438356;2.0;5079.42
0;33;8.556164383561644;2.0;825.82
0;31;1.0383561643835617;1.0;4872.02
0;52;19.86027397260274;1.0;3623.1
0;64;;1.0;3658.99
1;29;8.673972602739726;2.0;878.91
0;49;1.5205479452054795;1.0;2392.37
0;52;1.8465753424657527;1.0;2450.61
0;41;0.8547945205479452;2.0;2324.23
0;33;4.627397260273972;1.0;3197.4
0;61;;2.0;5913.43
1;41;17.123287671232873;2.0;4450.85
0;53;2.6575342465753424;1.0;10565.35
1;33;2.682191780821918;3.0;3711.99
0;45;6.145205479452055;2.0;1315.89
0;29;2.424657534246576;1.0;575.01
0;63;;2.0;3233.52
0;40;13.873972602739729;2.0;5712.49
0;61;;2.0;2345.21
1;39;6.413698630136985;3.0;3950.12
0;43;9.136986301369864;2.0;4158.41
0;35;8.695890410958905;2.0;8057.09
1;34;7.586301369863015;2.0;4590.99
0;42;1.6739726027397257;2.0;2373.67
2;38;6.413698630136985;4.0;3527.79
0;43;1.2547945205479452;1.0;688.93
0;27;1.3232876712328767;1.0;3633.35
0;36;3.9342465753424656;2.0;4209.43
0;59;;2.0;1847.89
0;58;;2.0;1016.06
0;28;1.1753424657534246;2.0;799.69
0;33;10.43013698630137;1.0;2428.39
0;54;15.136986301369864;2.0;15777.43
1;31;4.145205479452055;3.0;10145.33
0;55;6.564383561643837;1.0;8317.46
1;38;0.8;3.0;2902.36
2;45;22.928767123287678;4.0;8564.81
0;55;9.443835616438356;1.0;4399.36
0;59;;2.0;4224.85
0;57;;2.0;1596.76
0;35;1.8712328767123287;1.0;897.63
1;39;18.22465753424657;3.0;3258.21
0;44;2.8301369863013703;2.0;12990.63
0;51;26.70684931506849;2.0;15367.98
0;45;1.2;1.0;3683.97
0;43;18.22465753424657;2.0;10244.99
1;33;7.695890410958903;3.0;7830.2
0;27;5.684931506849315;2.0;3090.3
3;39;2.4219178082191783;5.0;3083.38
0;61;;2.0;2046.07
2;35;0.5945205479452055;4.0;1436.32
0;38;6.7315068493150685;2.0;3516.38
0;53;17.057534246575347;2.0;8223.69
0;46;9.128767123287671;2.0;6511.67
2;30;7.693150684931508;4.0;1607.63
2;28;7.520547945205481;3.0;5398.04
0;67;;2.0;5565.6
0;59;;1.0;3039.64
1;39;10.424657534246576;3.0;2366.1
0;57;11.205479452054794;2.0;11590.5
1;33;3.3698630136986303;2.0;2492.21
2;45;1.5369863013698633;4.0;1725.2
0;50;19.76164383561644;2.0;2965.0
0;40;4.520547945205481;2.0;2873.74
0;40;18.41917808219178;2.0;7462.77
0;46;1.0273972602739727;1.0;3168.09
1;30;1.5424657534246575;3.0;1926.45
0;50;9.265753424657532;2.0;1932.07
1;30;6.7972602739726025;3.0;4456.5
2;41;8.846575342465753;4.0;7217.65
1;39;5.383561643835616;3.0;1768.81
0;54;4.684931506849315;2.0;1764.79
0;65;16.621917808219177;2.0;2364.58
0;44;9.345205479452057;2.0;3690.11
2;31;11.01095890410959;3.0;4988.53
0;38;5.676712328767122;1.0;4019.61
0;50;13.550684931506847;1.0;8913.04
1;38;1.6904109589041096;3.0;12524.63
0;39;6.594520547945206;2.0;3342.15
1;31;12.304109589041095;3.0;1722.93
2;47;25.01643835616439;4.0;5564.64
1;34;3.202739726027397;3.0;15886.42
2;34;14.643835616438356;4.0;13461.21
0;33;8.753424657534246;2.0;3016.1
1;43;25.641095890410963;3.0;7778.68
0;64;;1.0;4107.1
0;56;12.432876712328769;2.0;23528.89
1;30;6.7972602739726025;3.0;3948.11
0;62;;1.0;729.64
0;57;;1.0;2489.54
1;27;3.2575342465753425;3.0;5299.97
0;57;1.0876712328767124;2.0;1843.7
0;32;14.263013698630138;1.0;3422.87
0;36;13.54246575342466;1.0;3282.0
0;51;;2.0;5347.93
0;38;20.27397260273973;2.0;4216.17
1;33;3.4356164383561643;3.0;2110.73
0;58;33.56986301369863;2.0;3838.17
0;45;8.624657534246575;2.0;2511.44
0;52;28.73972602739726;2.0;44637.73
0;30;6.972602739726027;2.0;2834.79
0;36;1.1315068493150684;1.0;7283.75
0;42;0.8465753424657534;2.0;2317.22
0;60;;2.0;2400.53
0;33;0.547945205479452;2.0;897.59
0;41;3.6465753424657534;1.0;791.2
1;38;1.9287671232876715;3.0;7513.15
0;25;4.035616438356166;1.0;1335.35
0;58;8.128767123287671;2.0;6944.16
0;28;7.7315068493150685;2.0;1704.7
1;42;0.6547945205479452;2.0;14817.79
0;40;9.63835616438356;2.0;8574.44
0;31;3.602739726027397;2.0;588.26
0;38;14.602739726027398;2.0;6047.6
0;64;;2.0;5621.33
0;50;9.767123287671232;1.0;2876.12
1;29;1.421917808219178;3.0;1461.4
0;58;;2.0;1760.09
2;36;7.4520547945205475;4.0;2757.43
2;30;7.027397260273973;4.0;3773.84
2;43;10.375342465753423;4.0;11256.84
2;38;0.6794520547945205;4.0;2535.49
0;40;5.6438356164383565;2.0;10502.01
0;39;20.18904109589041;2.0;3425.54
0;62;;1.0;2514.98
0;52;32.74246575342466;1.0;7149.72
0;63;3.378082191780821;1.0;1998.44
0;31;4.394520547945207;2.0;2324.73
1;47;4.405479452054794;3.0;2203.63
0;40;7.8493150684931505;2.0;1647.97
0;32;6.835616438356165;1.0;8612.9
0;63;9.265753424657532;1.0;1286.24
0;34;9.164383561643836;2.0;4329.54
0;64;;2.0;3829.7
0;31;1.5506849315068494;2.0;5585.45
0;35;8.912328767123286;2.0;1465.11
0;44;2.3232876712328765;2.0;5183.38
1;37;14.95890410958904;3.0;2028.25
0;54;20.45205479452055;2.0;14168.22
0;44;8.052054794520547;2.0;2590.68
0;54;1.9726027397260275;1.0;2869.15
0;27;8.361643835616439;1.0;4535.86
1;45;2.7150684931506848;2.0;1631.2
0;53;1.1287671232876713;2.0;6501.18
0;53;5.049315068493152;2.0;5155.19
0;28;5.457534246575341;1.0;5055.09
0;43;0.3561643835616438;2.0;3874.73
0;42;3.468493150684932;2.0;2351.48
0;43;4.178082191780821;2.0;4203.19
0;49;27.728767123287675;2.0;8227.52
2;31;10.391780821917807;4.0;1886.13
0;31;8.432876712328767;1.0;3199.91
2;30;5.328767123287672;4.0;4403.12
0;40;5.717808219178082;2.0;2112.58
2;41;3.4904109589041097;4.0;2706.54
1;33;6.435616438356163;3.0;3277.9
0;60;20.882191780821923;2.0;18672.44
1;34;3.6986301369863015;2.0;4165.8
0;27;5.578082191780823;2.0;7742.01
1;42;4.531506849315068;3.0;5517.71
0;38;2.476712328767124;1.0;2098.58
2;36;8.186301369863013;4.0;1988.55
1;39;9.605479452054793;2.0;2216.77
0;50;26.528767123287672;1.0;5099.21
0;66;;1.0;11843.42
0;57;7.457534246575342;2.0;7088.82
2;45;8.863013698630136;4.0;3316.92
0;61;;1.0;1892.23
0;51;6.638356164383563;2.0;1490.54
0;32;11.632876712328768;2.0;4646.92
1;51;8.021917808219179;3.0;4613.44
2;39;6.895890410958903;4.0;17669.85
0;37;0.547945205479452;2.0;2712.0
0;64;;1.0;3113.8
0;67;;2.0;2227.55
0;60;39.824657534246576;2.0;23195.2
0;40;22.145205479452056;2.0;1948.17
0;44;1.8465753424657527;2.0;1800.36
1;47;9.53972602739726;3.0;1527.01
2;33;0.5342465753424658;4.0;7019.1
2;36;3.627397260273973;4.0;1196.36
0;30;6.972602739726027;2.0;2811.27
0;28;5.679452054794519;1.0;8920.07
1;26;0.3452054794520548;3.0;1480.79
0;40;7.2;2.0;6222.96
1;51;8.021917808219179;3.0;4613.44
0;25;3.808219178082192;1.0;6863.15
0;50;4.986301369863013;2.0;1103.17
0;61;;2.0;3811.1
1;42;0.4383561643835616;3.0;3211.71
0;60;;2.0;557.85
2;35;5.052054794520548;4.0;7886.49
0;31;5.512328767123288;2.0;6737.5
0;63;6.2602739726027385;2.0;1945.27
0;49;31.65753424657534;2.0;6533.79
0;42;15.068493150684931;2.0;5792.24
0;55;2.8;1.0;2930.64
0;39;9.7013698630137;2.0;6027.29
0;58;;2.0;1613.2
0;24;3.104109589041096;1.0;2990.96
0;46;1.7589041095890412;1.0;677.1
0;52;1.8465753424657527;1.0;2450.61
2;32;12.364383561643836;4.0;1278.39
0;43;4.789041095890411;2.0;1531.36
0;58;;1.0;2405.05
2;30;0.7178082191780822;4.0;2397.07
0;40;8.123287671232879;2.0;2584.87
0;56;;2.0;3370.96
0;47;4.4301369863013695;2.0;1769.12
0;41;;2.0;2570.61
0;45;6.556164383561644;2.0;3487.29
0;59;;2.0;1081.8
1;40;13.372602739726029;3.0;6335.49
1;29;3.9342465753424656;3.0;4256.6
2;41;9.345205479452057;4.0;3120.12
0;28;6.0109589041095886;2.0;7142.98
0;53;7.884931506849315;2.0;5370.64
0;26;3.684931506849315;1.0;4357.83
1;43;10.93972602739726;2.0;2999.16
0;38;15.775342465753427;1.0;11333.07
1;39;12.895890410958906;3.0;7241.05
2;31;13.852054794520548;4.0;11685.88
0;58;;1.0;1480.14
0;35;4.92876712328767;2.0;8338.74
0;54;0.6054794520547945;2.0;778.9
0;57;;1.0;3006.8
0;39;6.953424657534248;2.0;810.76
2;33;5.435616438356163;4.0;2504.8
0;27;5.520547945205481;2.0;3809.67
0;64;;1.0;3950.67
1;30;5.717808219178082;2.0;1612.35
1;44;10.12054794520548;3.0;1128.02
0;47;8.438356164383563;2.0;2433.24
1;36;13.136986301369864;3.0;4926.4
1;34;3.6986301369863015;2.0;7237.93
0;57;16.93150684931507;2.0;1072.43
0;64;;1.0;1045.26
0;34;6.572602739726027;2.0;2099.3
2;36;8.227397260273973;4.0;4698.0
2;37;15.646575342465756;4.0;3338.16
0;59;4.18082191780822;1.0;2484.32
0;54;14.6986301369863;2.0;3341.2
0;61;;2.0;1254.89
0;54;4.2602739726027385;2.0;4707.19
0;51;10.008219178082191;1.0;7125.12
0;27;5.723287671232876;2.0;5368.52
0;50;2.5287671232876714;2.0;1809.76
1;42;7.298630136986303;3.0;1821.38
0;63;;2.0;2446.75
0;57;;2.0;868.99
0;24;1.8410958904109591;1.0;6529.43
0;48;5.520547945205481;2.0;2225.54
0;40;8.605479452054794;2.0;4194.65
0;67;;1.0;5318.79
0;57;4.523287671232877;1.0;5057.45
0;29;5.7972602739726025;1.0;10196.95
2;27;2.1780821917808217;4.0;1086.14
0;31;3.3863013698630136;1.0;1636.42
1;41;6.852054794520547;3.0;3489.22
0;55;2.8465753424657536;1.0;2160.59
0;31;0.8438356164383561;1.0;1344.15
0;49;12.104109589041094;2.0;2290.62
0;45;2.972602739726028;2.0;1822.02
0;51;1.8027397260273967;1.0;974.25
0;41;13.194520547945206;2.0;5917.1
0;63;;2.0;453.13
1;39;0.284931506849315;3.0;1192.7
2;30;0.2958904109589041;4.0;9536.47
0;45;3.271232876712329;1.0;1896.45
0;59;13.96986301369863;2.0;11985.46
0;39;9.284931506849317;2.0;2782.24
1;31;1.7945205479452055;3.0;1057.56
0;41;3.0904109589041098;2.0;1551.8
0;36;14.347945205479451;2.0;45519.82
0;35;6.263013698630138;2.0;3088.97
1;29;6.016438356164382;3.0;7085.36
0;32;6.197260273972603;2.0;6437.97
1;42;10.624657534246577;2.0;7634.62
0;53;8.89315068493151;2.0;10505.82
0;26;0.5205479452054794;2.0;4908.45
0;59;;2.0;3611.58
0;41;5.717808219178082;2.0;2460.84
2;39;19.36438356164384;4.0;11601.3
0;59;;1.0;4525.27
1;26;3.008219178082192;3.0;2563.58
0;57;;2.0;2594.73
1;34;0.1917808219178082;3.0;4363.79
0;62;;2.0;3267.95
0;41;19.56164383561644;1.0;4855.13
1;28;8.772602739726027;3.0;3556.87
0;63;;2.0;3442.82
0;57;;2.0;5069.33
0;44;12.435616438356163;2.0;3758.57
0;39;11.347945205479451;2.0;2934.04
0;62;25.31232876712329;2.0;15915.34
0;24;1.906849315068493;2.0;2446.19
0;53;11.134246575342466;2.0;5883.47
1;37;2.723287671232877;3.0;2116.24
2;38;3.687671232876713;4.0;3679.78
1;34;1.0767123287671232;3.0;2081.45
0;54;15.3013698630137;2.0;8592.31
0;40;11.854794520547946;2.0;3049.09
0;27;0.6328767123287671;2.0;2299.48
2;42;10.389041095890413;4.0;2955.85
3;39;2.4219178082191783;5.0;3083.38
1;36;18.5013698630137;3.0;8841.44
0;43;9.128767123287671;2.0;6132.75
0;46;1.7589041095890412;1.0;677.1
2;35;10.517808219178082;4.0;4551.45
0;45;11.106849315068493;2.0;18748.12
0;49;0.547945205479452;2.0;4020.26
0;47;3.3835616438356166;2.0;5690.1
1;39;7.501369863013696;3.0;2005.86
0;59;;2.0;5531.23
0;58;;1.0;595.06
0;49;12.104109589041094;2.0;1412.99
0;41;22.945205479452056;2.0;21425.26
0;33;4.131506849315069;2.0;2223.8
1;30;3.4356164383561643;3.0;8310.03
0;28;2.654794520547945;2.0;7552.9
0;64;;2.0;2146.29
1;31;6.383561643835616;3.0;2864.53
0;40;12.032876712328768;2.0;5855.56
0;59;;2.0;2787.87
1;36;4.578082191780823;3.0;1822.56
1;37;15.449315068493153;3.0;3729.97
1;36;7.052054794520547;3.0;3399.68
0;56;17.68767123287671;2.0;6152.64
1;27;0.3506849315068493;3.0;5311.61
0;59;;2.0;3221.71
1;30;8.841095890410957;3.0;4301.39
0;62;0.6054794520547945;2.0;842.95
0;27;4.676712328767123;2.0;2977.47
1;32;8.139726027397263;3.0;2575.21
0;49;4.7972602739726025;2.0;4945.7
1;29;7.101369863013699;3.0;1628.28
2;34;1.4383561643835616;4.0;4028.12
0;51;6.63013698630137;2.0;4196.93
0;53;10.635616438356164;1.0;3944.47
0;63;;2.0;2446.75
0;25;4.035616438356166;1.0;3530.09
1;44;2.7479452054794518;3.0;702.3
0;49;0.7561643835616438;2.0;2032.74
0;27;1.2602739726027397;2.0;4684.18
1;39;8.884931506849314;3.0;19308.64
0;49;20.468493150684928;2.0;5962.75
0;61;;2.0;2010.57
1;41;6.953424657534248;3.0;4800.73
1;44;14.104109589041094;2.0;2660.08
0;36;13.024657534246574;2.0;1692.12
1;35;0.9835616438356164;3.0;1303.15
0;31;2.2602739726027403;2.0;4787.07
1;26;3.671232876712329;3.0;2802.0
0;51;8.638356164383561;2.0;7413.49
1;49;1.1643835616438356;2.0;3617.79
0;52;;2.0;5636.71
0;35;3.7589041095890408;2.0;736.0
0;40;16.416438356164385;2.0;2478.2
0;62;;2.0;1561.47
2;36;8.186301369863013;4.0;1988.55
0;47;5.846575342465752;1.0;7442.79
0;23;2.5232876712328767;1.0;4990.36
0;45;18.295890410958904;2.0;3784.49
0;50;5.06027397260274;2.0;3729.8
0;55;10.136986301369864;2.0;1216.33
0;36;14.257534246575348;2.0;2559.6
0;56;6.383561643835616;2.0;2312.74
1;39;7.835616438356165;3.0;972.79
0;42;8.104109589041098;1.0;7599.22
0;33;0.547945205479452;2.0;4451.93
2;45;8.46027397260274;4.0;7809.18
2;41;1.8465753424657527;4.0;4095.13
0;35;4.4301369863013695;2.0;2540.1
0;27;1.6657534246575345;2.0;5566.11
1;24;0.5068493150684932;3.0;1543.66
0;45;9.26849315068493;1.0;2935.8
0;57;;2.0;1706.1
0;53;0.8767123287671232;1.0;6815.85
0;55;1.0767123287671232;2.0;1267.48
0;65;;2.0;1812.93
0;36;11.893150684931507;2.0;3586.0
0;65;;1.0;1892.99
0;34;8.726027397260275;2.0;15982.35
0;60;;2.0;1567.94
0;50;16.528767123287672;2.0;3769.83
1;44;1.180821917808219;3.0;2065.83
0;39;0.8273972602739726;1.0;5601.4
0;65;16.621917808219177;2.0;4380.93
0;54;24.86575342465753;2.0;18596.07
1;26;1.6219178082191783;3.0;751.6
0;60;;2.0;2854.65
2;30;0.2958904109589041;4.0;9536.47
1;42;;3.0;14769.29
0;57;11.205479452054794;2.0;11590.5
0;30;9.183561643835615;2.0;562.48
0;27;0.2931506849315069;1.0;2240.9
0;64;;1.0;1746.36
0;33;1.1616438356164382;1.0;818.15
0;54;;1.0;5743.98
3;39;2.4219178082191783;5.0;3083.38
1;30;12.07945205479452;3.0;2519.18
1;30;0.3698630136986301;3.0;6051.46
1;38;19.3972602739726;3.0;10169.1
0;27;1.5698630136986302;1.0;2344.43
0;66;;1.0;688.25
0;44;7.745205479452053;2.0;3269.45
0;49;4.7972602739726025;2.0;4945.7
0;43;22.09041095890411;2.0;7033.38
0;42;18.6027397260274;1.0;4052.56
0;43;4.923287671232877;2.0;6344.37
1;46;7.805479452054794;3.0;2226.06
0;29;3.956164383561644;2.0;2181.41
2;30;7.693150684931508;4.0;1607.63
0;53;5.454794520547946;1.0;2181.07
1;44;2.416438356164384;2.0;3212.04
1;44;11.895890410958906;3.0;10429.63
0;53;2.9616438356164383;2.0;1600.93
1;34;4.520547945205481;3.0;2145.9
0;52;5.219178082191782;1.0;2169.78
1;38;0.7150684931506849;3.0;1825.39
2;37;3.8328767123287673;4.0;4395.23
0;24;0.7616438356164383;2.0;1961.73
0;60;;2.0;3187.28
1;38;9.602739726027398;3.0;3076.89
0;53;11.134246575342466;2.0;1967.56
0;39;6.638356164383563;2.0;6593.66
0;49;31.65753424657534;2.0;14238.74
0;49;20.468493150684928;2.0;5754.88
0;40;1.8986301369863008;1.0;238.38
